latitude,longitude,temperature,humidity,wind_speed,wind_direction,precipitation,drought_index,ndvi,erc,population_density,elevation
37.77496714153011,-122.41404509102361,48.93443465376265,5.805165585915119,43.845107791918096,101.73269971351165,1.1284999095259813,4.013775785952427,-0.7840164231932157,97.72725719356643,876.3117804109337,1255.846751161053
37.768617356988294,-122.42589894756463,41.94152696618549,10.61797852662138,39.186089579825776,203.0190370720153,1.3135740219288585,4.220474325483083,-0.4420945331257694,90.82595867217418,952.2398453913548,2970.8079200549764
37.77647688538101,-122.42132169355645,41.30455636551394,5.1360439545066825,32.704573082361044,145.55740422581235,0.6627420925720005,4.679661227397055,-0.1951374357827319,82.44757532351215,780.6292021780731,2231.605318210156
37.78523029856408,-122.41927721034615,49.75604968589112,9.118982976099366,36.29601652268073,176.38746347776674,1.3349982392479716,4.316215388142356,0.15774338354004436,93.43611589227243,997.4937733194819,1131.2659162229952
37.76765846625277,-122.43500221861447,48.68323963650368,5.7338401665200855,36.40186218151103,127.85982890065506,1.875479967347512,4.3427342698673765,0.1990886962693279,82.75691325926627,534.5300997654244,371.7091814765057
37.76765863043051,-122.4277883704282,48.932361472099466,9.052257829293339,44.00770266286587,100.55916667092261,1.304028254337901,4.131905393255445,0.14350657226652674,90.15094302865361,881.2169591094757,2034.4346075070134
37.78579212815508,-122.40648927107587,48.863763846243955,5.399321892656093,32.27486038827449,242.91469490091075,0.3171304588887025,4.57547066765642,-0.13810918569575803,81.87259943962233,771.5917532738223,2212.8455882723215
37.77767434729153,-122.41113808811416,45.41686824033728,13.352172606087688,46.58137292432181,280.27505343100233,1.1593378259552551,4.342143641546738,-0.10427100037349002,91.78130676595002,526.4001510382203,455.1314853765369
37.76530525614066,-122.42062639577327,46.464017366658,7.097389939385659,45.22014580371828,314.6245641890441,1.0837910335339656,4.676316803430215,-0.0889478828691792,86.36138650235975,793.2735384572416,1694.2354202091476
37.77542560043586,-122.41756876541487,45.45362852133642,8.28308710357912,33.726138363485475,55.9187882345477,1.7414002217968414,4.741459468842553,0.03512585185554795,96.61982829475005,656.7352873402905,2962.555153756079
37.76536582307188,-122.42294242505636,40.51206349190329,13.700479966063918,44.38328763557779,296.22798851228663,0.7006061104259487,4.584692875248382,0.14214255542264964,95.9989225241683,432.2817235579858,1046.1020972474969
37.7653427024643,-122.40643416614172,47.455030853527724,12.46266061332205,43.37026362935644,91.72829681174288,0.8458912201133599,4.276069536812036,-0.46515262657560696,99.96947750948883,421.71577768662394,975.4955650553051
37.77241962271567,-122.42200352577794,45.053320333358805,7.1903836164205845,44.962416002218525,153.84110036761822,1.1973181109729873,4.508607799337255,-0.5001869463494477,85.15006349408729,799.3791927360937,2719.5762816695965
37.750867197553426,-122.41768157907865,46.477090747902295,5.71899418657496,33.77857110897389,324.51972690572876,1.048850623484051,4.251930804682304,-0.44744264514564314,81.2360218555916,798.3513236217134,440.5065295286613
37.75275082167487,-122.40853969855858,45.02639804975535,12.156737768553395,33.151806443129374,163.6212963537367,1.4380331848103485,4.902912835353918,-0.20821939425208702,88.86006530297689,671.5416326730035,2807.229759788178
37.76437712470759,-122.42777371484846,44.91811322322456,8.907025506881094,34.72967971845509,70.94287225595383,0.08077798182499163,4.7663857500825575,-0.06946552446668242,81.66806669933142,650.990967094423,2360.512474793119
37.75987168879666,-122.40441210815503,41.71789109477767,12.660799991182213,37.317434062979515,57.5527158853624,1.1270320384139196,4.493005906005566,0.04465326908159506,83.56999430131526,426.0269119822033,1233.4371859054675
37.773142473325954,-122.43530461409743,42.78713715141149,9.452947723752104,45.873299620716026,170.27415599476817,0.24334378600775053,4.9654571431781465,-0.4525470948608733,91.94600282723104,600.5002861030134,342.2880990212399
37.76091975924479,-122.40370357868888,41.58852691943956,8.460024129722765,44.758478749577,274.5620726315595,0.6304179850394427,4.546755446730188,-0.5639528485838448,91.84261702688597,909.9782647217708,155.606169635975
37.75587696298665,-122.42372675583952,41.956662956253425,9.512054082123965,48.50903184557066,358.99385183074844,1.3232537230647807,4.328535476956948,0.18002313764267175,80.8665495545938,898.3091142666057,1189.9104696695645
37.78465648768922,-122.42242698747826,49.72977380420305,12.485589856706767,31.172591181972308,283.4671062351247,0.3148284011843554,4.095467300794047,-0.7217348547913285,88.85809502836557,762.6432312656691,2145.5253949828493
37.76774223699514,-122.43890010171184,41.53113445772198,14.022202865403742,30.231125620283713,315.72430521942727,0.6176836710092577,4.543745644813414,-0.7335941976970273,90.60437385734483,998.1496745788132,1513.834719059816
37.77067528204688,-122.42454794717378,42.69270424305208,5.497671965885756,43.98277659401598,269.2196499365597,1.406012965670624,4.860416611581345,-0.1415110542082053,85.36048475639973,925.2248426827343,2242.0904891507107
37.75575251813787,-122.43039806531027,45.905896577385846,10.24111541226955,35.58574991588331,322.35663627219816,1.3016104850536678,4.866718728156449,-0.7844112452768293,97.44086363750988,401.6612964976714,2044.6554613057176
37.76455617275475,-122.42607646345374,46.10178576236642,5.328354290838776,36.68157791067635,27.46567559300877,0.1820793384194761,4.6045670666827485,-0.5207092003046532,83.22197295292844,579.3954821655921,1761.4308491682625
37.7711092258971,-122.42137310965789,41.53974129743829,9.684095450243587,40.93604051829024,334.77537563339234,1.1545369869846478,4.393438363234213,-0.6491358132228977,85.0780361001243,392.356239331492,2905.7473341020777
37.75849006422578,-122.41042208385527,47.93717425785212,13.852828290969004,32.04826246253597,142.7062153412362,0.2945089238372789,4.65029630809068,-0.7975474518916617,83.13988830065506,626.2627315004422,2212.314859625063
37.77375698018346,-122.417923966486,47.85202867912825,8.615902664203096,42.853888330961,331.7811203809601,0.5045427574289854,4.7621403545590395,-0.3043513130825277,82.33093267741116,843.4679773213824,2752.3790026261822
37.763993613100816,-122.416923233466,42.37317704203891,14.324504210806433,36.502948924623006,27.263821485411203,0.9184225572715574,4.411624784394126,-0.5517862110944454,97.57958368014252,409.0520969501316,802.2656365280824
37.76708306250207,-122.43095519388845,42.886663026754604,11.306084716506094,42.65430248601983,257.4874645636089,0.21869364659637824,4.476254169214926,-0.4453189925818648,85.55718330139963,916.2954226939323,2169.5549176538834
