latitude,longitude,temperature,humidity,wind_speed,wind_direction,precipitation,drought_index,ndvi,erc,population_density,elevation
37.75617666362618,-122.4076003720877,27.892380924077774,35.964704608606496,23.56441373032956,131.46179286743484,43.90881389282451,4.4816904316671815,0.004859764121641463,71.97858238981169,930.6536554029824,2908.1052950274848
37.77226364546815,-122.42442485399123,21.26684356298024,21.43226409774944,2.3218720792975267,152.3973348572167,35.39621426235101,4.962489794388993,-0.9139394876086957,35.165748464884736,376.8212631712977,148.4242484023417
37.78516582180186,-122.39326126015688,43.00907485723698,52.50513877611389,45.56575780864146,32.81969639111259,38.94006884640954,2.1579403455357404,-0.23667552664129055,64.11580266540426,833.326826397619,982.3150014520946
37.78494390545079,-122.41355636389503,26.02428616439223,13.695095692927621,32.57486273193459,292.3051101060798,30.967082223822,4.4203171355629856,0.9389696441887037,88.30591492528794,296.36978220308083,187.89230312102046
37.777343877378755,-122.41926625630005,31.865372248235097,27.797023226243,16.62264020663543,232.98742338008444,35.79541960087928,3.6098746384521574,-0.13890064176312578,25.56481644730766,81.86078193448986,1792.0733354157694
37.7757885248637,-122.43889458871415,35.70900696421363,21.37517776280898,19.578842198290975,273.0099732376935,32.93062071722139,2.004606318585829,0.3272815987990665,50.657616611448155,967.3569135457034,1424.9828053989404
37.76195915296704,-122.42126205916365,32.66474591855297,59.71924905806867,16.259456884897716,315.99927680185226,48.37966934226545,2.7108363908823763,-0.4416985845947494,32.4872451148804,604.205161745809,2829.809138535666
37.77211578703268,-122.39948661634159,36.63269590319753,17.667770482056355,38.50443995685951,54.52222970121836,4.591077157911877,2.4866724778032583,0.24969214763075054,23.464399786933633,657.5794764965846,1349.7945370365217
37.78491414999786,-122.40610299433969,20.17353213648699,24.36311164307355,48.61808164173978,46.9156352527183,32.37785491828699,0.7348684975911218,0.7774613739684819,17.21423881654015,440.43071081704267,593.306238488092
37.77088112195053,-122.41733149768206,34.67763311882402,29.128285133879945,42.72595145705103,174.99974511841037,35.89654041055408,2.1096445104854573,-0.029003144235656864,94.77870004029128,521.1281319595038,487.34789132553357
37.770508978962646,-122.42007824846814,27.45795837179584,26.058747882439093,38.879438487233074,95.01023966053515,42.887824125051544,0.16302315045293336,0.2506484455930462,37.373222744584126,684.8117455660669,1907.7943785500145
37.787985713997635,-122.43372154750953,20.83525884033676,62.47605360480057,0.567936281635556,3.030887285206294,10.84336937040899,4.478207271200847,0.20013692573717723,99.00469993598732,318.9941985903684,2132.132154651886
37.77175547330632,-122.40900235859513,35.468243966065295,13.464248460385413,11.82101211153832,181.8722420823175,0.5240052418782837,1.6545582626863302,0.3240284878427553,16.327542348925395,848.0834039490792,1312.6571348490284
37.769800437737494,-122.41728855554713,37.13455391580867,65.12186341830906,32.84080026901631,12.327308321396115,3.1141309079711688,0.8526053530490357,-0.2671707043568685,72.339029625824,462.0293203160181,1693.6747896046425
37.77988647727828,-122.40757759971981,39.97730791229031,50.276765529384136,11.984676712877635,324.72092375429173,31.62142711508408,3.4036482964520856,0.27506443433432115,66.35774881265802,159.74005462316143,2666.580858651881
37.77519429375555,-122.41004001069861,24.956901289546256,24.301086784480006,41.81910017686202,193.79199417675522,31.363357106251783,2.3393242129153546,-0.7042239587770571,38.79896184224313,544.9466967832147,2265.3325332613927
37.774820722107165,-122.4204371981704,43.32674883913636,63.07200032128893,37.619097287028914,185.43514914967608,40.52103236073014,4.336645584666411,0.2462236463570937,85.36319092532749,321.9367894663533,2519.602343163334
37.763423714345485,-122.4054589998516,26.756894826842835,35.29034105015789,16.636639062308028,332.54175015312427,34.561964190314384,2.478272759524435,0.9461707106165027,41.59917320668954,731.3377716961114,1076.5253238218831
